Data Table for Daily Case Trends - Washington
Date generated: Tue Nov 30 2021 19:12:41 GMT-0700 (Mountain Standard Time)
State,Date,New Cases,7-Day Moving Avg,Total Doses Administered
Washington,Nov  8 2020,1450,1345,N/A
Washington,Nov  7 2020,1748,1263,N/A
Washington,Nov  6 2020,1770,1153,N/A
Washington,Nov  5 2020,1126,1059,N/A
Washington,Nov  4 2020,1536,1024,N/A
Washington,Nov  3 2020,746,913,N/A
Washington,Nov  2 2020,1040,884,N/A
Washington,Nov  1 2020,875,820,N/A
Washington,Oct 31 2020,978,801,N/A
Washington,Oct 30 2020,1112,797,N/A
Washington,Oct 29 2020,883,754,N/A
Washington,Oct 28 2020,758,729,N/A
Washington,Oct 27 2020,544,735,N/A
Washington,Oct 26 2020,596,728,N/A
Washington,Oct 25 2020,741,710,N/A
Washington,Oct 24 2020,949,685,N/A
Washington,Oct 23 2020,810,668,N/A
Washington,Oct 22 2020,707,663,N/A
Washington,Oct 21 2020,803,662,N/A
Washington,Oct 20 2020,493,647,N/A
Washington,Oct 19 2020,467,661,N/A
Washington,Oct 18 2020,566,649,N/A
Washington,Oct 17 2020,830,689,N/A
Washington,Oct 16 2020,777,652,N/A
Washington,Oct 15 2020,700,641,N/A
Washington,Oct 14 2020,697,650,N/A
Washington,Oct 13 2020,594,629,N/A
Washington,Oct 12 2020,381,603,N/A
Washington,Oct 11 2020,848,609,N/A
Washington,Oct 10 2020,570,557,N/A
Washington,Oct  9 2020,697,568,N/A
Washington,Oct  8 2020,764,570,N/A
Washington,Oct  7 2020,551,552,N/A
Washington,Oct  6 2020,415,550,N/A
Washington,Oct  5 2020,424,546,N/A
Washington,Oct  4 2020,479,541,N/A
Washington,Oct  3 2020,647,538,N/A
Washington,Oct  2 2020,715,539,N/A
Washington,Oct  1 2020,639,583,N/A
Washington,Sep 30 2020,535,576,N/A
Washington,Sep 29 2020,385,577,N/A
Washington,Sep 28 2020,390,573,N/A
Washington,Sep 27 2020,460,561,N/A
Washington,Sep 26 2020,650,550,N/A
Washington,Sep 25 2020,1027,547,N/A
Washington,Sep 24 2020,585,461,N/A
Washington,Sep 23 2020,547,438,N/A
Washington,Sep 22 2020,356,414,N/A
Washington,Sep 21 2020,305,412,N/A
Washington,Sep 20 2020,383,414,N/A
Washington,Sep 19 2020,632,411,N/A
Washington,Sep 18 2020,422,391,N/A
Washington,Sep 17 2020,421,417,N/A
Washington,Sep 16 2020,385,428,N/A
Washington,Sep 15 2020,338,414,N/A
Washington,Sep 14 2020,318,394,N/A
Washington,Sep 13 2020,364,394,N/A
Washington,Sep 12 2020,495,402,N/A
Washington,Sep 11 2020,600,406,N/A
Washington,Sep 10 2020,499,392,N/A
Washington,Sep  9 2020,290,401,N/A
Washington,Sep  8 2020,197,427,N/A
Washington,Sep  7 2020,316,443,N/A
Washington,Sep  6 2020,420,442,N/A
Washington,Sep  5 2020,525,448,N/A
Washington,Sep  4 2020,498,462,N/A
Washington,Sep  3 2020,562,474,N/A
Washington,Sep  2 2020,475,477,N/A
Washington,Sep  1 2020,307,477,N/A
Washington,Aug 31 2020,310,482,N/A
Washington,Aug 30 2020,465,487,N/A
Washington,Aug 29 2020,619,487,N/A
Washington,Aug 28 2020,584,517,N/A
Washington,Aug 27 2020,582,507,N/A
Washington,Aug 26 2020,473,530,N/A
Washington,Aug 25 2020,347,539,N/A
Washington,Aug 24 2020,343,566,N/A
Washington,Aug 23 2020,464,556,N/A
Washington,Aug 22 2020,827,574,N/A
Washington,Aug 21 2020,518,561,N/A
Washington,Aug 20 2020,741,603,N/A
Washington,Aug 19 2020,537,589,N/A
Washington,Aug 18 2020,532,590,N/A
Washington,Aug 17 2020,273,584,N/A
Washington,Aug 16 2020,592,628,N/A
Washington,Aug 15 2020,736,630,N/A
Washington,Aug 14 2020,815,653,N/A
Washington,Aug 13 2020,643,640,N/A
Washington,Aug 12 2020,542,667,N/A
Washington,Aug 11 2020,491,687,N/A
Washington,Aug 10 2020,580,714,N/A
Washington,Aug  9 2020,606,710,N/A
Washington,Aug  8 2020,897,714,N/A
Washington,Aug  7 2020,723,707,N/A
Washington,Aug  6 2020,832,745,N/A
Washington,Aug  5 2020,685,736,N/A
Washington,Aug  4 2020,681,750,N/A
Washington,Aug  3 2020,551,776,N/A
Washington,Aug  2 2020,630,793,N/A
Washington,Aug  1 2020,850,818,N/A
Washington,Jul 31 2020,986,845,N/A
Washington,Jul 30 2020,775,825,N/A
Washington,Jul 29 2020,782,819,N/A
Washington,Jul 28 2020,864,802,N/A
Washington,Jul 27 2020,670,798,N/A
Washington,Jul 26 2020,799,816,N/A
Washington,Jul 25 2020,1039,836,N/A
Washington,Jul 24 2020,851,826,N/A
Washington,Jul 23 2020,733,812,N/A
Washington,Jul 22 2020,660,888,N/A
Washington,Jul 21 2020,840,899,N/A
Washington,Jul 20 2020,795,857,N/A
Washington,Jul 19 2020,934,898,N/A
Washington,Jul 18 2020,971,888,N/A
Washington,Jul 17 2020,754,836,N/A
Washington,Jul 16 2020,1262,819,N/A
Washington,Jul 15 2020,743,731,N/A
Washington,Jul 14 2020,546,700,N/A
Washington,Jul 13 2020,1077,684,N/A
Washington,Jul 12 2020,866,681,N/A
Washington,Jul 11 2020,604,649,N/A
Washington,Jul 10 2020,639,613,N/A
Washington,Jul  9 2020,646,629,N/A
Washington,Jul  8 2020,524,639,N/A
Washington,Jul  7 2020,435,651,N/A
Washington,Jul  6 2020,1056,669,N/A
Washington,Jul  5 2020,642,590,N/A
Washington,Jul  4 2020,351,547,N/A
Washington,Jul  3 2020,755,577,N/A
Washington,Jul  2 2020,711,539,N/A
Washington,Jul  1 2020,609,509,N/A
Washington,Jun 30 2020,564,491,N/A
Washington,Jun 29 2020,501,484,N/A
Washington,Jun 28 2020,344,441,N/A
Washington,Jun 27 2020,556,456,N/A
Washington,Jun 26 2020,494,465,N/A
Washington,Jun 25 2020,498,454,N/A
Washington,Jun 24 2020,480,441,N/A
Washington,Jun 23 2020,521,409,N/A
Washington,Jun 22 2020,198,387,N/A
Washington,Jun 21 2020,451,407,N/A
Washington,Jun 20 2020,616,383,N/A
Washington,Jun 19 2020,415,347,N/A
Washington,Jun 18 2020,406,328,N/A
Washington,Jun 17 2020,257,308,N/A
Washington,Jun 16 2020,372,307,N/A
Washington,Jun 15 2020,333,296,N/A
Washington,Jun 14 2020,282,293,N/A
Washington,Jun 13 2020,366,293,N/A
Washington,Jun 12 2020,284,307,N/A
Washington,Jun 11 2020,262,303,N/A
Washington,Jun 10 2020,251,301,N/A
Washington,Jun  9 2020,300,305,N/A
Washington,Jun  8 2020,311,291,N/A
Washington,Jun  7 2020,283,286,N/A
Washington,Jun  6 2020,459,296,N/A
Washington,Jun  5 2020,260,270,N/A
Washington,Jun  4 2020,248,276,N/A
Washington,Jun  3 2020,277,291,N/A
Washington,Jun  2 2020,205,273,N/A
Washington,Jun  1 2020,271,262,N/A
Washington,May 31 2020,352,262,N/A
Washington,May 30 2020,278,247,N/A
Washington,May 29 2020,302,254,N/A
Washington,May 28 2020,356,232,N/A
Washington,May 27 2020,152,201,N/A
Washington,May 26 2020,127,204,N/A
Washington,May 25 2020,267,213,N/A
Washington,May 24 2020,248,200,N/A
Washington,May 23 2020,328,185,N/A
Washington,May 22 2020,152,188,N/A
Washington,May 21 2020,135,192,N/A
Washington,May 20 2020,175,210,N/A
Washington,May 19 2020,190,202,N/A
Washington,May 18 2020,172,204,N/A
Washington,May 17 2020,148,214,N/A
Washington,May 16 2020,347,223,N/A
Washington,May 15 2020,181,217,N/A
Washington,May 14 2020,258,213,N/A
Washington,May 13 2020,120,224,N/A
Washington,May 12 2020,207,250,N/A
Washington,May 11 2020,240,241,N/A
Washington,May 10 2020,213,247,N/A
Washington,May  9 2020,304,247,N/A
Washington,May  8 2020,151,257,N/A
Washington,May  7 2020,334,278,N/A
Washington,May  6 2020,304,270,N/A
Washington,May  5 2020,144,259,N/A
Washington,May  4 2020,279,261,N/A
Washington,May  3 2020,215,254,N/A
Washington,May  2 2020,377,258,N/A
Washington,May  1 2020,297,248,N/A
Washington,Apr 30 2020,274,244,N/A
Washington,Apr 29 2020,233,233,N/A
Washington,Apr 28 2020,156,229,N/A
Washington,Apr 27 2020,230,240,N/A
Washington,Apr 26 2020,239,247,N/A
Washington,Apr 25 2020,310,248,N/A
Washington,Apr 24 2020,271,254,N/A
Washington,Apr 23 2020,195,253,N/A
Washington,Apr 22 2020,204,271,N/A
Washington,Apr 21 2020,236,273,N/A
Washington,Apr 20 2020,275,275,N/A
Washington,Apr 19 2020,245,273,N/A
Washington,Apr 18 2020,354,272,N/A
Washington,Apr 17 2020,262,287,N/A
Washington,Apr 16 2020,323,290,N/A
Washington,Apr 15 2020,219,302,N/A
Washington,Apr 14 2020,248,316,N/A
Washington,Apr 13 2020,265,326,N/A
Washington,Apr 12 2020,237,344,N/A
Washington,Apr 11 2020,458,366,N/A
Washington,Apr 10 2020,284,371,N/A
Washington,Apr  9 2020,404,379,N/A
Washington,Apr  8 2020,322,388,N/A
Washington,Apr  7 2020,318,403,N/A
Washington,Apr  6 2020,385,423,N/A
Washington,Apr  5 2020,395,421,N/A
Washington,Apr  4 2020,490,430,N/A
Washington,Apr  3 2020,343,423,N/A
Washington,Apr  2 2020,464,451,N/A
Washington,Apr  1 2020,428,462,N/A
Washington,Mar 31 2020,456,431,N/A
Washington,Mar 30 2020,377,393,N/A
Washington,Mar 29 2020,453,387,N/A
Washington,Mar 28 2020,442,342,N/A
Washington,Mar 27 2020,543,312,N/A
Washington,Mar 26 2020,541,254,N/A
Washington,Mar 25 2020,207,200,N/A
Washington,Mar 24 2020,189,194,N/A
Washington,Mar 23 2020,336,185,N/A
Washington,Mar 22 2020,140,154,N/A
Washington,Mar 21 2020,229,150,N/A
Washington,Mar 20 2020,140,135,N/A
Washington,Mar 19 2020,162,125,N/A
Washington,Mar 18 2020,168,114,N/A
Washington,Mar 17 2020,125,97,N/A
Washington,Mar 16 2020,117,91,N/A
Washington,Mar 15 2020,115,84,N/A
Washington,Mar 14 2020,121,71,N/A
Washington,Mar 13 2020,67,59,N/A
Washington,Mar 12 2020,86,51,N/A
Washington,Mar 11 2020,48,41,N/A
Washington,Mar 10 2020,88,36,N/A
Washington,Mar  9 2020,66,27,N/A
Washington,Mar  8 2020,26,17,N/A
Washington,Mar  7 2020,32,14,N/A
Washington,Mar  6 2020,12,9,N/A
Washington,Mar  5 2020,15,7,N/A
Washington,Mar  4 2020,13,5,N/A
