Data Table for Daily Case Trends - California
Date generated: Tue Nov 30 2021 21:57:49 GMT-0700 (Mountain Standard Time)
State,Date,New Cases,7-Day Moving Avg,Total Doses Administered
California,Oct 21 2020,3707,3244,N/A
California,Oct 20 2020,3286,3095,N/A
California,Oct 19 2020,3474,2966,N/A
California,Oct 18 2020,2862,2962,N/A
California,Oct 17 2020,2979,3097,N/A
California,Oct 16 2020,3075,3267,N/A
California,Oct 15 2020,3329,3371,N/A
California,Oct 14 2020,2666,3406,N/A
California,Oct 13 2020,2378,3420,N/A
California,Oct 12 2020,3449,3320,N/A
California,Oct 11 2020,3803,3264,N/A
California,Oct 10 2020,4170,3334,N/A
California,Oct  9 2020,3806,3047,N/A
California,Oct  8 2020,3575,3016,N/A
California,Oct  7 2020,2764,2942,N/A
California,Oct  6 2020,1677,3005,N/A
California,Oct  5 2020,3055,3074,N/A
California,Oct  4 2020,4293,3060,N/A
California,Oct  3 2020,2159,3028,N/A
California,Oct  2 2020,3590,3319,N/A
California,Oct  1 2020,3062,3292,N/A
California,Sep 30 2020,3200,3307,N/A
California,Sep 29 2020,2162,3300,N/A
California,Sep 28 2020,2955,3367,N/A
California,Sep 27 2020,4071,3415,N/A
California,Sep 26 2020,4197,3443,N/A
California,Sep 25 2020,3400,3458,N/A
California,Sep 24 2020,3170,3491,N/A
California,Sep 23 2020,3146,3501,N/A
California,Sep 22 2020,2630,3473,N/A
California,Sep 21 2020,3294,3416,N/A
California,Sep 20 2020,4265,3353,N/A
California,Sep 19 2020,4304,3405,N/A
California,Sep 18 2020,3630,3377,N/A
California,Sep 17 2020,3238,3333,N/A
California,Sep 16 2020,2950,3348,N/A
California,Sep 15 2020,2235,3157,N/A
California,Sep 14 2020,2855,3220,N/A
California,Sep 13 2020,4625,3254,N/A
California,Sep 12 2020,4107,3294,N/A
California,Sep 11 2020,3326,3415,N/A
California,Sep 10 2020,3338,3669,N/A
California,Sep  9 2020,1616,3925,N/A
California,Sep  8 2020,2676,4302,N/A
California,Sep  7 2020,3091,4450,N/A
California,Sep  6 2020,4905,4605,N/A
California,Sep  5 2020,4956,4771,N/A
California,Sep  4 2020,5106,4775,N/A
California,Sep  3 2020,5125,4806,N/A
California,Sep  2 2020,4255,4707,N/A
California,Sep  1 2020,3712,4957,N/A
California,Aug 31 2020,4176,5067,N/A
California,Aug 30 2020,6070,5177,N/A
California,Aug 29 2020,4981,5278,N/A
California,Aug 28 2020,5329,5503,N/A
California,Aug 27 2020,4430,5539,N/A
California,Aug 26 2020,6004,5752,N/A
California,Aug 25 2020,4480,5775,N/A
California,Aug 24 2020,4946,5797,N/A
California,Aug 23 2020,6777,6015,N/A
California,Aug 22 2020,6556,6171,N/A
California,Aug 21 2020,5585,7037,N/A
California,Aug 20 2020,5920,7372,N/A
California,Aug 19 2020,6164,7539,N/A
California,Aug 18 2020,4636,8322,N/A
California,Aug 17 2020,6469,9445,N/A
California,Aug 16 2020,7873,9628,N/A
California,Aug 15 2020,12614,9700,N/A
California,Aug 14 2020,7934,8951,N/A
California,Aug 13 2020,7085,9023,N/A
California,Aug 12 2020,11645,8762,N/A
California,Aug 11 2020,12500,7854,N/A
California,Aug 10 2020,7751,6715,N/A
California,Aug  9 2020,8373,6428,N/A
California,Aug  8 2020,7371,6522,N/A
California,Aug  7 2020,8436,6404,N/A
California,Aug  6 2020,5258,6354,N/A
California,Aug  5 2020,5295,7059,N/A
California,Aug  4 2020,4526,7553,N/A
California,Aug  3 2020,5739,7764,N/A
California,Aug  2 2020,9032,7929,N/A
California,Aug  1 2020,6542,7818,N/A
California,Jul 31 2020,8086,8394,N/A
California,Jul 30 2020,10197,8555,N/A
California,Jul 29 2020,8755,8818,N/A
California,Jul 28 2020,6000,9397,N/A
California,Jul 27 2020,6891,9858,N/A
California,Jul 26 2020,8259,9852,N/A
California,Jul 25 2020,10572,10005,N/A
California,Jul 24 2020,9212,9809,N/A
California,Jul 23 2020,12040,9919,N/A
California,Jul 22 2020,12807,9420,N/A
California,Jul 21 2020,9231,9188,N/A
California,Jul 20 2020,6846,8910,N/A
California,Jul 19 2020,9329,9126,N/A
California,Jul 18 2020,9199,9002,N/A
California,Jul 17 2020,9986,8838,N/A
California,Jul 16 2020,8544,8525,N/A
California,Jul 15 2020,11187,8309,N/A
California,Jul 14 2020,7285,8381,N/A
California,Jul 13 2020,8358,8211,N/A
California,Jul 12 2020,8460,8664,N/A
California,Jul 11 2020,8047,8228,N/A
California,Jul 10 2020,7798,8008,N/A
California,Jul  9 2020,7031,8043,N/A
California,Jul  8 2020,11694,8115,N/A
California,Jul  7 2020,6090,7836,N/A
California,Jul  6 2020,11529,7876,N/A
California,Jul  5 2020,5410,7106,N/A
California,Jul  4 2020,6510,6901,N/A
California,Jul  3 2020,8040,6824,N/A
California,Jul  2 2020,7538,6374,N/A
California,Jul  1 2020,9740,6062,N/A
California,Jun 30 2020,6367,5692,N/A
California,Jun 29 2020,6138,5499,N/A
California,Jun 28 2020,3979,5226,N/A
California,Jun 27 2020,5972,5303,N/A
California,Jun 26 2020,4890,5006,N/A
California,Jun 25 2020,5349,4924,N/A
California,Jun 24 2020,7149,4743,N/A
California,Jun 23 2020,5019,4216,N/A
California,Jun 22 2020,4230,3800,N/A
California,Jun 21 2020,4515,3567,N/A
California,Jun 20 2020,3893,3380,N/A
California,Jun 19 2020,4317,3347,N/A
California,Jun 18 2020,4084,3116,N/A
California,Jun 17 2020,3455,2974,N/A
California,Jun 16 2020,2108,2867,N/A
California,Jun 15 2020,2597,2876,N/A
California,Jun 14 2020,3212,2863,N/A
California,Jun 13 2020,3660,2803,N/A
California,Jun 12 2020,2702,2726,N/A
California,Jun 11 2020,3090,2782,N/A
California,Jun 10 2020,2702,2643,N/A
California,Jun  9 2020,2170,2597,N/A
California,Jun  8 2020,2507,2616,N/A
California,Jun  7 2020,2796,2604,N/A
California,Jun  6 2020,3115,2734,N/A
California,Jun  5 2020,3094,2716,N/A
California,Jun  4 2020,2120,2587,N/A
California,Jun  3 2020,2377,2672,N/A
California,Jun  2 2020,2304,2653,N/A
California,Jun  1 2020,2423,2635,N/A
California,May 31 2020,3705,2553,N/A
California,May 30 2020,2992,2321,N/A
California,May 29 2020,2189,2206,N/A
California,May 28 2020,2717,2214,N/A
California,May 27 2020,2247,2131,N/A
California,May 26 2020,2175,2134,N/A
California,May 25 2020,1848,2018,N/A
California,May 24 2020,2079,1981,N/A
California,May 23 2020,2187,1976,N/A
California,May 22 2020,2247,1929,N/A
California,May 21 2020,2140,1861,N/A
California,May 20 2020,2262,2582,N/A
California,May 19 2020,1365,2259,N/A
California,May 18 2020,1591,2270,N/A
California,May 17 2020,2046,2222,N/A
California,May 16 2020,1857,2233,N/A
California,May 15 2020,1772,2260,N/A
California,May 14 2020,7183,2278,N/A
California,May 13 2020,0,1509,N/A
California,May 12 2020,1443,1881,N/A
California,May 11 2020,1259,1857,N/A
California,May 10 2020,2119,1866,N/A
California,May  9 2020,2049,1766,N/A
California,May  8 2020,1898,1724,N/A
California,May  7 2020,1799,1671,N/A
California,May  6 2020,2603,1759,N/A
California,May  5 2020,1275,1597,N/A
California,May  4 2020,1321,1639,N/A
California,May  3 2020,1419,1636,N/A
California,May  2 2020,1755,1580,N/A
California,May  1 2020,1525,1598,N/A
California,Apr 30 2020,2417,1649,N/A
California,Apr 29 2020,1469,1586,N/A
California,Apr 28 2020,1567,1681,N/A
California,Apr 27 2020,1300,1783,N/A
California,Apr 26 2020,1027,1690,N/A
California,Apr 25 2020,1883,1739,N/A
California,Apr 24 2020,1885,1675,N/A
California,Apr 23 2020,1973,1598,N/A
California,Apr 22 2020,2135,1567,N/A
California,Apr 21 2020,2283,1429,N/A
California,Apr 20 2020,645,1232,N/A
California,Apr 19 2020,1370,1219,N/A
California,Apr 18 2020,1435,1192,N/A
California,Apr 17 2020,1346,1150,N/A
California,Apr 16 2020,1758,1124,N/A
California,Apr 15 2020,1171,1066,N/A
California,Apr 14 2020,905,1055,N/A
California,Apr 13 2020,554,1144,N/A
California,Apr 12 2020,1179,1193,N/A
California,Apr 11 2020,1143,1227,N/A
California,Apr 10 2020,1163,1253,N/A
California,Apr  9 2020,1352,1302,N/A
California,Apr  8 2020,1092,1257,N/A
California,Apr  7 2020,1529,1276,N/A
California,Apr  6 2020,898,1224,N/A
California,Apr  5 2020,1412,1096,N/A
California,Apr  4 2020,1325,1740,N/A
California,Apr  3 2020,1510,1671,N/A
California,Apr  2 2020,1036,1569,N/A
California,Apr  1 2020,1223,1489,N/A
California,Mar 31 2020,1169,1397,N/A
California,Mar 30 2020,0,1261,N/A
California,Mar 29 2020,5923,1299,N/A
California,Mar 28 2020,842,488,N/A
California,Mar 27 2020,795,399,N/A
California,Mar 26 2020,471,333,N/A
California,Mar 25 2020,580,289,N/A
California,Mar 24 2020,222,211,N/A
California,Mar 23 2020,265,191,N/A
California,Mar 22 2020,244,161,N/A
California,Mar 21 2020,218,133,N/A
California,Mar 20 2020,331,108,N/A
California,Mar 19 2020,165,68,N/A
California,Mar 18 2020,38,47,N/A
California,Mar 17 2020,80,45,N/A
California,Mar 16 2020,57,37,N/A
California,Mar 15 2020,47,31,N/A
California,Mar 14 2020,41,28,N/A
California,Mar 13 2020,49,25,N/A
California,Mar 12 2020,21,19,N/A
California,Mar 11 2020,20,17,N/A
California,Mar 10 2020,24,16,N/A
California,Mar  9 2020,19,13,N/A
California,Mar  8 2020,26,11,N/A
California,Mar  7 2020,19,7,N/A
California,Mar  6 2020,9,5,N/A
California,Mar  5 2020,7,3,N/A
California,Mar  4 2020,10,3,N/A
California,Mar  3 2020,4,2,N/A
California,Mar  2 2020,5,2,N/A
California,Mar  1 2020,0,1,N/A
California,Feb 29 2020,1,1,N/A
California,Feb 28 2020,0,2,N/A
California,Feb 27 2020,2,2,N/A
California,Feb 26 2020,6,2,N/A
California,Feb 25 2020,0,1,N/A
California,Feb 24 2020,4,2,N/A
California,Feb 23 2020,0,1,N/A
California,Feb 22 2020,4,1,N/A
California,Feb 21 2020,2,1,N/A
California,Feb 20 2020,0,1,N/A
California,Feb 19 2020,2,1,N/A
California,Feb 18 2020,5,1,N/A
California,Feb 17 2020,0,0,N/A
California,Feb 16 2020,0,0,N/A
California,Feb 15 2020,0,0,N/A
California,Feb 14 2020,0,0,N/A
California,Feb 13 2020,1,0,N/A
California,Feb 12 2020,1,0,N/A
California,Feb 11 2020,0,0,N/A
California,Feb 10 2020,0,0,N/A
California,Feb  9 2020,0,0,N/A
California,Feb  8 2020,0,0,N/A
California,Feb  7 2020,0,0,N/A
California,Feb  6 2020,0,0,N/A
California,Feb  5 2020,0,0,N/A
California,Feb  4 2020,0,0,N/A
California,Feb  3 2020,3,0,N/A
California,Feb  2 2020,3,0,N/A
California,Feb  1 2020,0,0,N/A
California,Jan 31 2020,0,0,N/A
California,Jan 30 2020,0,0,N/A
